YearMonth,price,monthly_avg_temp,monthly_avg_precip
1999-11,922.4631818181819,82.33333333333333,0.15
1999-12,918.675,82.2,0
2000-01,917.7138095238095,82.6,0.006363636363636364
2000-02,859.125238095238,86,0
2000-03,932.8795652173914,83.71875,0.0478125
2000-04,911.3642105263158,83.93333333333334,0
2000-05,908.8640909090909,82.1,0
2000-06,941.5709090909091,79.36363636363636,0.12848484848484848
2000-07,936.6861904761905,77.72222222222223,0.026111111111111113
2000-08,877.8769565217391,76.71052631578948,0.07657894736842105
2000-09,883.1228571428571,78.28125,0.02
2000-10,878.1218181818182,79.6,0.008
2000-11,800.8704545454545,81.27027027027027,0.02081081081081081
2000-12,803.591,81.4,0.05425
2001-01,966.5813636363636,81.425,0
2001-02,1156.9375,82.88235294117646,0.0027450980392156863
2001-03,1124.405909090909,82.83783783783784,0.047837837837837835
2001-04,1081.6154999999999,83.05882352941177,0
2001-05,1079.6263636363635,82.61538461538461,0.04692307692307692
2001-06,972.1533333333333,79.5,0
2001-07,967.1122727272727,77.71428571428571,7.142857142857143e-4
2001-08,1034.1060869565217,76.80645161290323,0
2001-09,1019.7764999999999,76.77777777777777,0
2001-11,1240.8263636363636,82,0
2002-01,1384.2163636363637,82,0
2002-02,1491.7755,84.12727272727273,0.008363636363636365
2002-03,1592.0285,83.53125,0.0428125
2002-04,1569.2877272727271,83.05,0.1745
2002-05,1605.2891304347825,82.60975609756098,0.0773170731707317
2002-06,1658.655,79.54166666666667,0.050833333333333335
2002-07,1868.5952173913042,79.4,0
2002-08,1960.4681818181818,77.66666666666667,0
2002-09,2163.937142857143,78,0
2002-10,2205.2621739130436,80.79166666666667,0
2002-11,1814.065238095238,81.03174603174604,0.06380952380952382
2002-12,2022.724,80.88059701492537,5.970149253731343e-4
2003-01,2184.728181818182,81.18811881188118,0.015247524752475247
2003-02,2239.265,83.46511627906976,0.018372093023255816
2003-03,1994.7190476190476,84.02985074626865,0.02373134328358209
2003-04,1927.6771428571428,82.32786885245902,0.07918032786885246
2003-05,1749.7247619047619,82.38888888888889,0.12416666666666668
2003-06,1579.1090476190475,78.84615384615384,0.2963076923076923
2003-07,1560.3130434782609,78.06172839506173,0.05901234567901235
2003-08,1571.447619047619,77.22727272727273,0.05136363636363636
2003-09,1631.584090909091,78.72,0.03613333333333334
2003-10,1481.9343478260869,80.11764705882354,0.30317647058823527
2003-11,1511.0339999999999,80.9746835443038,0.10050632911392406
2003-12,1627.2809523809524,81.62162162162163,0.03986486486486487
2004-01,1624.2819047619048,81.62903225806451,0.018387096774193548
2004-02,1569.1245,82.27906976744185,0.0641860465116279
2004-03,1504.4265217391303,83.60606060606061,0.04686868686868687
2004-04,1437.3509523809523,83.16901408450704,0.06563380281690141
2004-05,1413.747,81.86538461538461,0.08961538461538461
2004-06,1407.965909090909,78.29787234042553,0.03361702127659574
2004-07,1559.4704545454545,77.1,0.06357142857142857
2004-08,1729.215,77.16216216216216,0.06391891891891892
2004-09,1540.2886363636362,79.5223880597015,0.12567164179104479
2004-10,1484.7138095238095,80.10810810810811,0.24716216216216216
2004-11,1662.226818181818,81.75438596491227,0.06140350877192982
2004-12,1648.544347826087,81.70873786407768,0.0370873786407767
2005-01,1549.1333333333332,80.50909090909092,0
2005-02,1634.5985,85.38,0.0142
2005-03,1757.591818181818,83.45454545454545,0.0475
2005-04,1585.9504761904761,82.81967213114754,0.09819672131147542
2005-05,1511.3942857142856,81.5625,0.22357142857142856
2005-06,1539.0722727272728,78.8840579710145,0.25782608695652176
2005-07,1489.01,77.63207547169812,0.015566037735849057
2005-08,1481.9308695652173,76.4390243902439,0.0651219512195122
2005-09,1504.1563636363635,78.15436241610739,0.12073825503355705
2005-10,1452.5466666666666,79.58536585365853,0.18932926829268293
2005-11,1433.9654545454546,80.96296296296296,0.08081481481481481
2005-12,1517.6090476190475,81.05357142857143,0.05125
2006-01,1577.7828571428572,82.04545454545455,0.003181818181818182
2006-02,1545.0745,82.85245901639344,0.0460655737704918
2006-03,1544.1330434782608,82.42105263157895,0.08236842105263158
2006-04,1552.3736842105263,83.07575757575758,0.06818181818181818
2006-05,1594.4545454545455,80.36734693877551,0.45693877551020406
2006-06,1606.645909090909,80.21739130434783,0.15028985507246376
2006-07,1676.655238095238,78.08771929824562,0.11526315789473685
2006-08,1610.7873913043477,76.27272727272727,0.08545454545454545
2006-09,1567.4214285714286,77.95652173913044,0.12782608695652173
2006-10,1529.6272727272726,78.86111111111111,0.18888888888888888
2006-11,1581.1799999999998,81.15625,0.02390625
2006-12,1702.503,82.25531914893617,0.003404255319148936
2007-01,1701.9895454545454,80.88888888888889,0
2007-02,1813.8774999999998,84.53846153846153,0.04487179487179487
2007-03,1924.2022727272727,84.63414634146342,0.003902439024390244
2007-04,1977.1995,83.67567567567568,0.07756756756756757
2007-05,2004.8377272727273,82.72093023255815,0.11767441860465115
2007-06,2016.692380952381,79.6,0.10828571428571428
2007-07,2152.6459090909093,77.93333333333334,0.04933333333333333
2007-08,1902.0930434782608,78.12121212121212,0.006060606060606061
2007-09,1938.0815,78.45,0.1585
2007-10,1914.6843478260869,77,0
2007-11,1966.8377272727273,82,0
2007-12,2113.1305,83.55555555555556,0
2008-01,2215.8513636363637,80.33333333333333,0
2008-02,2523.0733333333333,83.81818181818181,0.009090909090909092
2008-03,2670.4055000000003,83.5,0
2008-04,2628.33,83,0.043333333333333335
2008-05,2689.620476190476,82,0
2008-06,3021.76,79.475,0.0485
2008-07,2953.6821739130437,79.02307692307693,0.18253846153846154
2008-08,2810.4709523809524,78.47787610619469,0.08946902654867257
2008-09,2678.963181818182,78.94642857142857,0.06892857142857142
2008-10,2252.2765217391307,80.33333333333333,0.06944444444444445
2008-11,2067.723,82.1590909090909,0.012613636363636363
2008-12,2457.0854545454545,82.125,0.06482954545454546
2009-01,2626.0052380952384,82.44585987261146,0.012547770700636942
2009-02,2647.5860000000002,83.67222222222222,0.017277777777777777
2009-03,2509.972272727273,84.33116883116882,0.05097402597402597
2009-04,2555.1661904761904,82.80645161290323,0.07685483870967742
2009-05,2480.7365,82.48262548262548,0.2018146718146718
2009-06,2700.364090909091,79.91616766467065,0.27880239520958083
2009-07,2791.352608695652,77.97887323943662,0.14577464788732394
2009-08,2956.6652380952382,77.39015151515152,0.017992424242424244
2009-09,3142.8636363636365,78.5311203319502,0.08593360995850623
2009-10,3372.5022727272726,79.66666666666667,0.08024096385542169
2009-11,3384.13,81.27675276752767,0.05830258302583026
2009-12,3497.585,82.66863905325444,0.032071005917159764
2010-01,3525.123,82.69747899159664,0.014789915966386555
2010-02,3276.5465,84.72670807453416,0.10701863354037268
2010-03,3089.6460869565217,84.79716981132076,0.059622641509433964
2010-04,3221.237619047619,84.84,0.08
2010-05,3178.4855000000002,82.82513661202186,0.106775956284153
2010-06,3230.831818181818,80.4,0.23965853658536584
2010-07,3229.546363636364,78.47887323943662,0.07929577464788733
2010-08,3071.7136363636364,78.21722846441948,0.13902621722846442
2010-09,2874.9295454545454,78.67441860465117,0.062209302325581396
2010-10,2927.456666666667,80.65271966527196,0.12125523012552301
2010-11,2910.310454545455,81.16309012875537,0.08381974248927039
2010-12,3060.0208695652173,82.11740890688259,0.02668016194331984
2011-01,3164.8630000000003,80.96,0
2011-02,3472.27,81.05555555555556,0.17597222222222222
2011-03,3392.966956521739,83.48979591836735,0.05775510204081633
2011-04,3134.367,83.46846846846847,0.11405405405405405
2011-05,3070.764285714286,82.11363636363636,0.04598484848484848
2011-06,3015.6386363636366,80.00595238095238,0.11607142857142858
2011-07,3167.1838095238095,77.84563758389261,0.1369798657718121
2011-08,3064.3082608695654,76.8923076923077,0.05205128205128205
2011-09,2873.884090909091,78.3735632183908,0.04482758620689655
2011-10,2680.0433333333335,79.93406593406593,0.08032967032967032
2011-11,2527.426363636364,81.49645390070921,0.031134751773049647
2011-12,2196.845238095238,81.61842105263158,0.07059210526315789
2012-01,2307.62,81.57276995305165,0.0018309859154929577
2012-02,2356.2400000000002,82.08522727272727,0.019204545454545453
2012-03,2359.2504545454544,83.84455958549223,0.02518134715025907
2012-04,2266.7825,82.72602739726027,0.0517351598173516
2012-05,2313.934347826087,81.10843373493977,0.17259036144578313
2012-06,2264.209523809524,78.5360824742268,0.18164948453608248
2012-07,2349.8186363636364,77.6015037593985,0.07902255639097744
2012-08,2512.2608695652175,76.62433862433862,0.01417989417989418
2012-09,2620.284,78.06849315068493,0.06301369863013699
2012-10,2463.535652173913,79.16447368421052,0.2648684210526316
2012-11,2478.1645454545455,81.0375,0.07112500000000001
2012-12,2410.3425,81.57407407407408,0
2013-01,2275.4363636363637,82.52136752136752,0.003076923076923077
2013-02,2197.704,83.95333333333333,0.07513333333333333
2013-03,2153.359,84.02941176470588,0.030490196078431373
2013-04,2294.4886363636365,82.93854748603351,0.07743016759776536
2013-05,2345.729090909091,81.73648648648648,0.17898648648648646
2013-06,2283.5835,79.78571428571429,0.03675324675324675
2013-07,2308.5291304347825,77.45283018867924,0.02150943396226415
2013-08,2483.6072727272726,76.92857142857143,3.5714285714285714e-4
2013-09,2616.0514285714285,78.24444444444444,0.046592592592592595
2013-10,2730.696956521739,79.66013071895425,0.047124183006535945
2013-11,2755.173333333333,81.21739130434783,0.04880434782608696
2013-12,2824.537619047619,80.42592592592592,0.0016666666666666668
2014-01,2819.429090909091,81.02631578947368,0.03723684210526316
2014-02,2994.364,81.860869565217385,0.012347826086956521
2014-03,3041.6666666666665,82.34408602150538,0.03354838709677419
2014-04,3050.6133333333332,82.88034188034187,0.0635042735042735
2014-05,3029.994761904762,81.81165919282512,0.10852017937219731
2014-06,3174.327619047619,80.02068965517242,0.2775862068965517
2014-07,3196.040434782609,78.16666666666667,0.07455128205128204
2014-08,3270.269047619048,77.08612440191388,0.09248803827751197
2014-09,3220.7913636363637,77.9060773480663,0.09558011049723757
2014-10,3100.8269565217392,79.44559585492227,0.1238860103626943
2014-11,2909.091,80.47972972972973,0.0277027027027027
2014-12,2957.66,81.47560975609755,0.02554878048780488
2015-01,2921.0533333333333,81.84615384615384,0.01972027972027972
2015-02,2946.8250000000003,82.99047619047619,0.05961904761904762
2015-03,2882.2322727272726,83.61963190184049,0.1239877300613497
2015-04,2868.274761904762,83.74054054054054,0.08572972972972973
2015-05,3095.998,82.37378640776699,0.08893203883495146
2015-06,3239.0213636363637,79.29861111111111,0.20798611111111112
2015-07,3325.960434782609,78.31168831168831,0.08006493506493506
2015-08,3153.049523809524,77.76404494382022,0.019887640449438203
2015-09,3278.455,78.828125,0.02625
2015-10,3198.3018181818184,80.45161290322581,0
2015-11,3360.8404761904762,82.79591836734694,0.0063265306122448975
2015-12,3345.650909090909,81.48275862068965,0.008491379310344828
2016-01,2952.42,83.21596244131456,8.92018779342723e-4
2016-02,2916.365714285714,86.02614379084967,0.00326797385620915
2016-03,3073.518181818182,84.86163522012579,0.1010691823899371
2016-04,3078.495238095238,84.64880952380952,0.050833333333333335
2016-05,3098.6585714285716,82.00909090909092,0.15331818181818183
2016-06,3122.516818181818,79.60337552742617,0.14518987341772152
2016-07,3049.975238095238,78.36328125,0.093671875
2016-08,3033.183043478261,77.50179211469533,0.04025089605734767
2016-09,2881.1872727272726,78.86821705426357,0.18108527131782945
2016-10,2711.349523809524,80.63178294573643,0.07802325581395349
2016-11,2500.4790909090907,82.73706896551724,0.039224137931034485
2016-12,2287.801904761905,81.49253731343283,0.009925373134328359
2017-01,2195.8542857142857,82.5673076923077,0.011009615384615385
2017-02,2034.0815,84.26086956521739,0.03879227053140097
2017-03,2057.8004347826086,83.69491525423729,0.08779661016949153
2017-04,1961.1573684210525,83.4560669456067,0.05627615062761506
2017-05,1983.4850000000001,82.15234375,0.17328125
2017-06,1998.2477272727274,80.11739130434782,0.2405217391304348
2017-07,1988.5795238095238,78.4390243902439,0.11556910569105691
2017-08,1988.556956521739,77.2489270386266,0.03536480686695279
2017-09,1998.297619047619,78.5793991416309,0.06733905579399142
2017-10,2097.0545454545454,80.97297297297297,0.10918918918918918
2017-11,2127.900909090909,81.21621621621621,0.03135135135135135
2017-12,1917.6835,81.56870229007633,0.026412213740458015
2018-01,1951.9681818181818,82.11787072243347,0.017072243346007602
2018-02,2122.799,84.76293103448276,0.031810344827586205
2018-03,2503.9509523809525,83.21969696969697,0.057272727272727274
2018-04,2624.7357142857145,83.34801762114537,0.06577092511013216
2018-05,2659.936818181818,80.89243027888446,0.2102788844621514
2018-06,2410.7595238095237,79.492,0.14284
2018-07,2357.0472727272727,78.29257641921397,0.11480349344978166
2018-08,2171.61,78.19354838709677,0.0703225806451613
2018-09,2195.088,78.56684491978609,0.15224598930481284
2018-10,2134.2004347826087,80.20183486238533,0.1375229357798165
2018-11,2185.0363636363636,82.29787234042553,0.06590425531914894
2018-12,2208.406,83.1353711790393,0.005633187772925765
2019-01,2263.3359090909094,84.152,0.01084
2019-02,2255.803,84.524,0.05828
2019-03,2200.4857142857145,84.17518248175182,0.05945255474452555
2019-04,2331.131428571429,83.8581560283688,0.1378368794326241
2019-05,2315.0763636363636,81.98305084745763,0.14511864406779662
2019-06,2407.73,79.94672131147541,0.18938524590163935
2019-07,2416.5308695652175,78.69536423841059,0.055264900662251655
2019-08,2194.697272727273,78.0814332247557,0.03609120521172639
2019-09,2304.4038095238097,78.87096774193549,0.14333333333333334
2019-10,2435.271739130435,79.3841059602649,0.22980132450331126
2019-11,2519.6633333333334,82.24642857142857,0.062285714285714285
2019-12,2444.7061904761904,82.80408163265307,0.03685714285714286
2020-01,2603.0731818181816,82.80633802816901,0.005457746478873239
2020-02,2716.2105,85.8177570093458,0
2020-03,2338.4718181818184,84.6,0.08175438596491227
2020-04,2270.2414285714285,83.58754863813229,0.06307392996108949
2020-05,2315.9880000000003,83.23188405797102,0.11655797101449275
2020-06,2228.356818181818,80.33088235294117,0.20128676470588236
2020-07,2101.742608695652,78.31428571428572,0.0515
2020-08,2348.6757142857145,78.23272727272727,0.012145454545454546
2020-09,2457.8959090909093,78.91101694915254,0.0827542372881356
2020-10,2292.055909090909,80.2418772563177,0.15021660649819493
2020-11,2358.185238095238,82.0072202166065,0.09927797833935018
2020-12,2407.2013636363636,82.51778656126483,0.0216600790513834
2021-01,2391.4065,82.77165354330708,0.03307086614173228
2021-02,2405.4415,84.47096774193548,0.09870967741935484
2021-03,2462.4665217391307,82.82432432432432,0.10711711711711712
2021-04,2368.332857142857,83.765,0.05175
2021-05,2412.8630000000003,83.26938775510204,0.05510204081632653
2021-06,2366.2336363636364,81.48809523809524,0.03589285714285714
2021-07,2327.1,79.16509433962264,0.13830188679245284
2021-08,2484.311818181818,78.87817258883248,0.09609137055837563
2021-09,2558.093181818182,78.87763713080169,0.1758227848101266
2021-10,2567.5690476190475,80.70588235294117,0.17574660633484163
2021-11,2393.325909090909,82.1201923076923,0.08995192307692308
2021-12,2384.974090909091,83.26506024096386,0.05728915662650602
2022-01,2467.3552380952383,83.35353535353535,0
2022-02,2550.945,84.88590604026845,0.015838926174496646
2022-03,2461.38,84.1417004048583,0.05834008097165992
2022-04,2455.349,82.97071129707113,0.12569037656903767
2022-05,2366.6168181818184,81.94871794871794,0.20346153846153847
2022-06,2321.780909090909,79.79555555555555,0.27813333333333334
2022-07,2239.5828571428574,78.52,0.059699999999999996
2022-08,2270.565652173913,76.88085106382978,0.048723404255319146
2022-09,2226.0545454545454,77.8237885462555,0.2117180616740088
2022-10,2245.005238095238,80.09313725490196,0.1342156862745098
2022-11,2382.3195454545457,81.94666666666667,0.06293333333333333
2022-12,2455.7976190476193,82.14084507042253,0.013004694835680751
2023-01,2540.9914285714285,83.17529880478088,0.006573705179282869
2023-02,2587.361,84.28292682926829,0.022341463414634145
2023-03,2669.1269565217394,83.14847161572052,0.05524017467248908
2023-04,2823.4336842105263,83.28286852589642,0.10302788844621515
2023-05,2904.3186363636364,82.6443661971831,0.09154929577464789
2023-06,3124.2186363636365,79.59003831417624,0.25720306513409963
2023-07,3348.3933333333334,79.17132867132867,0.17157342657342659
2023-08,3444.08,78.25,0.06267361111111111
2023-09,3625.3357142857144,79.21724137931035,0.1023103448275862
2023-10,3691.6122727272727,80.81911262798634,0.16262798634812287
2023-11,4096.158181818182,82.45762711864407,0.15322033898305085
2023-12,4253.875555555555,82.8157894736842,0.011315789473684211
2024-01,4947.7188,84.11666666666666,0.04976666666666667
2024-02,5640.088095238096,85.92526690391459,0.014519572953736655
2024-03,7435.426,84.70980392156862,0.1096078431372549
2024-04,9876.579545454546,84.88644688644689,0.0668131868131868
2024-05,7763.369545454546,83.44363636363636,0.16727272727272727
2024-06,8380.1235,81.01115241635688,0.3207434944237918
2024-07,7164.618695652174,78.80412371134021,0.05037800687285223
2024-08,6791.954545454546,77.47945205479452,0.03551369863013699
2024-09,6421.822380952381,79.0421052631579,0.029614035087719297
2024-10,6582.857391304348,79.94117647058823,0.17560553633217993
2024-11,7930.125238095238,82.80257510729614,0.08755364806866953
