YearMonth,Year,Price,Monthly_Avg_Temp,Monthly_Avg_Precip,Production_in_Ton,Exchange_Rate
2005-01,2005,1549.1333333333332,80.50909090909092,0,740000,0.9
2005-02,2005,1634.5985,85.38,0.0142,740000,0.9018
2005-03,2005,1757.591818181818,83.45454545454545,0.0475,740000,0.9025
2005-04,2005,1585.9504761904761,82.81967213114754,0.09819672131147542,740000,0.9027
2005-05,2005,1511.3942857142856,81.5625,0.22357142857142856,740000,0.9025
2005-06,2005,1539.0722727272728,78.8840579710145,0.25782608695652176,740000,0.9038
2005-07,2005,1489.01,77.63207547169812,0.015566037735849057,740000,0.904
2005-08,2005,1481.9308695652173,76.4390243902439,0.0651219512195122,740000,0.905
2005-09,2005,1504.1563636363635,78.15436241610739,0.12073825503355705,740000,0.9062
2005-10,2005,1452.5466666666666,79.58536585365853,0.18932926829268293,740000,0.9075
2005-11,2005,1433.9654545454546,80.96296296296296,0.08081481481481481,740000,0.91
2005-12,2005,1517.6090476190475,81.05357142857143,0.05125,740000,0.91
2006-01,2006,1577.7828571428572,82.04545454545455,0.003181818181818182,734000,0.9095
2006-02,2006,1545.0745,82.85245901639344,0.0460655737704918,734000,0.914
2006-03,2006,1544.1330434782608,82.42105263157895,0.08236842105263158,734000,0.9163
2006-04,2006,1552.3736842105263,83.07575757575758,0.06818181818181818,734000,0.914
2006-05,2006,1594.4545454545455,80.36734693877551,0.45693877551020406,734000,0.9153
2006-06,2006,1606.645909090909,80.21739130434783,0.15028985507246376,734000,0.916
2006-07,2006,1676.655238095238,78.08771929824562,0.11526315789473685,734000,0.9225
2006-08,2006,1610.7873913043477,76.27272727272727,0.08545454545454545,734000,0.92
2006-09,2006,1567.4214285714286,77.95652173913044,0.12782608695652173,734000,0.923
2006-10,2006,1529.6272727272726,78.86111111111111,0.18888888888888888,734000,0.9243
2006-11,2006,1581.1799999999998,81.15625,0.02390625,734000,0.9214
2006-12,2006,1702.503,82.25531914893617,0.003404255319148936,734000,0.9223
2007-01,2007,1701.9895454545454,80.88888888888889,0,614500,0.921
2007-02,2007,1813.8774999999998,84.53846153846153,0.04487179487179487,614500,0.9295
2007-03,2007,1924.2022727272727,84.63414634146342,0.003902439024390244,614500,0.9263
2007-04,2007,1977.1995,83.67567567567568,0.07756756756756757,614500,0.927
2007-05,2007,2004.8377272727273,82.72093023255815,0.11767441860465115,614500,0.9276
2007-06,2007,2016.692380952381,79.6,0.10828571428571428,614500,0.9267
2007-07,2007,2152.6459090909093,77.93333333333334,0.04933333333333333,614500,0.9307
2007-08,2007,1902.0930434782608,78.12121212121212,0.006060606060606061,614500,0.9405
2007-09,2007,1938.0815,78.45,0.1585,614500,0.9485
2007-10,2007,1914.6843478260869,77,0,614500,0.9625
2007-11,2007,1966.8377272727273,82,0,614500,0.9855
2007-12,2007,2113.1305,83.55555555555556,0,614500,0.9645
2008-01,2008,2215.8513636363637,80.33333333333333,0,680781,0.9688
2008-02,2008,2523.0733333333333,83.81818181818181,0.009090909090909092,680781,0.9688
2008-03,2008,2670.4055000000003,83.5,0,680781,0.9878
2008-04,2008,2628.33,83,0.043333333333333335,680781,1.004
2008-05,2008,2689.620476190476,82,0,680781,1.0162
2008-06,2008,3021.76,79.475,0.0485,680781,1.105
2008-07,2008,2953.6821739130437,79.02307692307693,0.18253846153846154,680781,1.155
2008-08,2008,2810.4709523809524,78.47787610619469,0.08946902654867257,680781,1.1567
2008-09,2008,2678.963181818182,78.94642857142857,0.06892857142857142,680781,1.1595
2008-10,2008,2252.2765217391307,80.33333333333333,0.06944444444444445,680781,1.1715
2008-11,2008,2067.723,82.1590909090909,0.012613636363636363,680781,1.2143
2008-12,2008,2457.0854545454545,82.125,0.06482954545454546,680781,1.2728
2009-01,2009,2626.0052380952384,82.44585987261146,0.012547770700636942,710638,1.3402
2009-02,2009,2647.5860000000002,83.67222222222222,0.017277777777777777,710638,1.3925
2009-03,2009,2509.972272727273,84.33116883116882,0.05097402597402597,710638,1.412
2009-04,2009,2555.1661904761904,82.80645161290323,0.07685483870967742,710638,1.4538
2009-05,2009,2480.7365,82.48262548262548,0.2018146718146718,710638,1.475
2009-06,2009,2700.364090909091,79.91616766467065,0.27880239520958083,710638,1.4955
2009-07,2009,2791.352608695652,77.97887323943662,0.14577464788732394,710638,1.4965
2009-08,2009,2956.6652380952382,77.39015151515152,0.017992424242424244,710638,1.4615
2009-09,2009,3142.8636363636365,78.5311203319502,0.08593360995850623,710638,1.4463
2009-10,2009,3372.5022727272726,79.66666666666667,0.08024096385542169,710638,1.4307
2009-11,2009,3384.13,81.27675276752767,0.05830258302583026,710638,1.4287
2009-12,2009,3497.585,82.66863905325444,0.032071005917159764,710638,1.4318
2010-01,2010,3525.123,82.69747899159664,0.014789915966386555,632037.4,1.4312
2010-02,2010,3276.5465,84.72670807453416,0.10701863354037268,632037.4,1.4272
2010-03,2010,3089.6460869565217,84.79716981132076,0.059622641509433964,632037.4,1.4207
2010-04,2010,3221.237619047619,84.84,0.08,632037.4,1.413
2010-05,2010,3178.4855000000002,82.82513661202186,0.106775956284153,632037.4,1.43
2010-06,2010,3230.831818181818,80.4,0.23965853658536584,632037.4,1.4425
2010-07,2010,3229.546363636364,78.47887323943662,0.07929577464788733,632037.4,1.4383
2010-08,2010,3071.7136363636364,78.21722846441948,0.13902621722846442,632037.4,1.4347
2010-09,2010,2874.9295454545454,78.67441860465117,0.062209302325581396,632037.4,1.425
2010-10,2010,2927.456666666667,80.65271966527196,0.12125523012552301,632037.4,1.432
2010-11,2010,2910.310454545455,81.16309012875537,0.08381974248927039,632037.4,1.4465
2010-12,2010,3060.0208695652173,82.11740890688259,0.02668016194331984,632037.4,1.4825
2011-01,2011,3164.8630000000003,80.96,0,700020,1.5625
2011-02,2011,3472.27,81.05555555555556,0.17597222222222222,700020,1.502
2011-03,2011,3392.966956521739,83.48979591836735,0.05775510204081633,700020,1.509
2011-04,2011,3134.367,83.46846846846847,0.11405405405405405,700020,1.5065
2011-05,2011,3070.764285714286,82.11363636363636,0.04598484848484848,700020,1.504
2011-06,2011,3015.6386363636366,80.00595238095238,0.11607142857142858,700020,1.512
2011-07,2011,3167.1838095238095,77.84563758389261,0.1369798657718121,700020,1.5098
2011-08,2011,3064.3082608695654,76.8923076923077,0.05205128205128205,700020,1.5254
2011-09,2011,2873.884090909091,78.3735632183908,0.04482758620689655,700020,1.601
2011-10,2011,2680.0433333333335,79.93406593406593,0.08032967032967032,700020,1.5935
2011-11,2011,2527.426363636364,81.49645390070921,0.031134751773049647,700020,1.663
2011-12,2011,2196.845238095238,81.61842105263158,0.07059210526315789,700020,1.637
2012-01,2012,2307.62,81.57276995305165,0.0018309859154929577,879348,1.6771
2012-02,2012,2356.2400000000002,82.08522727272727,0.019204545454545453,879348,1.7
2012-03,2012,2359.2504545454544,83.84455958549223,0.02518134715025907,879348,1.775
2012-04,2012,2266.7825,82.72602739726027,0.0517351598173516,879348,1.853
2012-05,2012,2313.934347826087,81.10843373493977,0.17259036144578313,879348,1.8803
2012-06,2012,2264.209523809524,78.5360824742268,0.18164948453608248,879348,1.94
2012-07,2012,2349.8186363636364,77.6015037593985,0.07902255639097744,879348,1.9518
2012-08,2012,2512.2608695652175,76.62433862433862,0.01417989417989418,879348,1.9306
2012-09,2012,2620.284,78.06849315068493,0.06301369863013699,879348,1.8944
2012-10,2012,2463.535652173913,79.16447368421052,0.2648684210526316,879348,1.8878
2012-11,2012,2478.1645454545455,81.0375,0.07112500000000001,879348,1.9011
2012-12,2012,2410.3425,81.57407407407408,0,879348,1.903
2013-01,2013,2275.4363636363637,82.52136752136752,0.003076923076923077,835466,1.901
2013-02,2013,2197.704,83.95333333333333,0.07513333333333333,835466,1.915
2013-03,2013,2153.359,84.02941176470588,0.030490196078431373,835466,1.935
2013-04,2013,2294.4886363636365,82.93854748603351,0.07743016759776536,835466,1.972
2013-05,2013,2345.729090909091,81.73648648648648,0.17898648648648646,835466,1.995
2013-06,2013,2283.5835,79.78571428571429,0.03675324675324675,835466,2.025
2013-07,2013,2308.5291304347825,77.45283018867924,0.02150943396226415,835466,2.065
2013-08,2013,2483.6072727272726,76.92857142857143,3.5714285714285714e-4,835466,2.1475
2013-09,2013,2616.0514285714285,78.24444444444444,0.046592592592592595,835466,2.165
2013-10,2013,2730.696956521739,79.66013071895425,0.047124183006535945,835466,2.22
2013-11,2013,2755.173333333333,81.21739130434783,0.04880434782608696,835466,2.26
2013-12,2013,2824.537619047619,80.42592592592592,0.0016666666666666668,835466,2.35
2014-01,2014,2819.429090909091,81.02631578947368,0.03723684210526316,858720,2.37
2014-02,2014,2994.364,81.860869565217385,0.012347826086956521,858720,2.57
2014-03,2014,3041.6666666666665,82.34408602150538,0.03354838709677419,858720,2.69
2014-04,2014,3050.6133333333332,82.88034188034187,0.0635042735042735,858720,2.82
2014-05,2014,3029.994761904762,81.81165919282512,0.10852017937219731,858720,3.0343
2014-06,2014,3174.327619047619,80.02068965517242,0.2775862068965517,858720,3.31
2014-07,2014,3196.040434782609,78.16666666666667,0.07455128205128204,858720,3.45
2014-08,2014,3270.269047619048,77.08612440191388,0.09248803827751197,858720,3.75
2014-09,2014,3220.7913636363637,77.9060773480663,0.09558011049723757,858720,3.27
2014-10,2014,3100.8269565217392,79.44559585492227,0.1238860103626943,858720,3.22
2014-11,2014,2909.091,80.47972972972973,0.0277027027027027,858720,3.19
2014-12,2014,2957.66,81.47560975609755,0.02554878048780488,858720,3.185
2015-01,2015,2921.0533333333333,81.84615384615384,0.01972027972027972,858720,3.33
2015-02,2015,2946.8250000000003,82.99047619047619,0.05961904761904762,858720,3.49
2015-03,2015,2882.2322727272726,83.61963190184049,0.1239877300613497,858720,3.81
2015-04,2015,2868.274761904762,83.74054054054054,0.08572972972972973,858720,3.83
2015-05,2015,3095.998,82.37378640776699,0.08893203883495146,858720,4.06
2015-06,2015,3239.0213636363637,79.29861111111111,0.20798611111111112,858720,4.3392
2015-07,2015,3325.960434782609,78.31168831168831,0.08006493506493506,858720,3.82
2015-08,2015,3153.049523809524,77.76404494382022,0.019887640449438203,858720,3.9
2015-09,2015,3278.455,78.828125,0.02625,858720,3.73
2015-10,2015,3198.3018181818184,80.45161290322581,0,858720,3.775
2015-11,2015,3360.8404761904762,82.79591836734694,0.0063265306122448975,858720,3.7738
2015-12,2015,3345.650909090909,81.48275862068965,0.008491379310344828,858720,3.8
2016-01,2016,2952.42,83.21596244131456,8.92018779342723e-4,858720,3.9361
2016-02,2016,2916.365714285714,86.02614379084967,0.00326797385620915,858720,3.9289
2016-03,2016,3073.518181818182,84.86163522012579,0.1010691823899371,858720,3.8062
2016-04,2016,3078.495238095238,84.64880952380952,0.050833333333333335,858720,3.8085
2016-05,2016,3098.6585714285716,82.00909090909092,0.15331818181818183,858720,3.8086
2016-06,2016,3122.516818181818,79.60337552742617,0.14518987341772152,858720,3.94
2016-07,2016,3049.975238095238,78.36328125,0.093671875,858720,3.8965
2016-08,2016,3033.183043478261,77.50179211469533,0.04025089605734767,858720,3.9659
2016-09,2016,2881.1872727272726,78.86821705426357,0.18108527131782945,858720,3.9344
2016-10,2016,2711.349523809524,80.63178294573643,0.07802325581395349,858720,3.97
2016-11,2016,2500.4790909090907,82.73706896551724,0.039224137931034485,858720,4.2805
2016-12,2016,2287.801904761905,81.49253731343283,0.009925373134328359,858720,4.2771
2017-01,2017,2195.8542857142857,82.5673076923077,0.011009615384615385,969300,4.3457
2017-02,2017,2034.0815,84.26086956521739,0.03879227053140097,969300,4.69
2017-03,2017,2057.8004347826086,83.69491525423729,0.08779661016949153,969300,4.3361
2017-04,2017,1961.1573684210525,83.4560669456067,0.05627615062761506,969300,4.2188
2017-05,2017,1983.4850000000001,82.15234375,0.17328125,969300,4.3269
2017-06,2017,1998.2477272727274,80.11739130434782,0.2405217391304348,969300,4.3768
2017-07,2017,1988.5795238095238,78.4390243902439,0.11556910569105691,969300,4.37
2017-08,2017,1988.556956521739,77.2489270386266,0.03536480686695279,969300,4.3968
2017-09,2017,1998.297619047619,78.5793991416309,0.06733905579399142,969300,4.368
2017-10,2017,2097.0545454545454,80.97297297297297,0.10918918918918918,969300,4.39
2017-11,2017,2127.900909090909,81.21621621621621,0.03135135135135135,969300,4.53
2017-12,2017,1917.6835,81.56870229007633,0.026412213740458015,969300,4.522
2018-01,2018,1951.9681818181818,82.11787072243347,0.017072243346007602,904700,4.495
2018-02,2018,2122.799,84.76293103448276,0.031810344827586205,904700,4.455
2018-03,2018,2503.9509523809525,83.21969696969697,0.057272727272727274,904700,4.4125
2018-04,2018,2624.7357142857145,83.34801762114537,0.06577092511013216,904700,4.495
2018-05,2018,2659.936818181818,80.89243027888446,0.2102788844621514,904700,4.7173
2018-06,2018,2410.7595238095237,79.492,0.14284,904700,4.7649
2018-07,2018,2357.0472727272727,78.29257641921397,0.11480349344978166,904700,4.715
2018-08,2018,2171.61,78.19354838709677,0.0703225806451613,904700,4.735
2018-09,2018,2195.088,78.56684491978609,0.15224598930481284,904700,4.775
2018-10,2018,2134.2004347826087,80.20183486238533,0.1375229357798165,904700,4.8284
2018-11,2018,2185.0363636363636,82.29787234042553,0.06590425531914894,904700,4.9036
2018-12,2018,2208.406,83.1353711790393,0.005633187772925765,904700,4.82
2019-01,2019,2263.3359090909094,84.152,0.01084,811700,4.9291
2019-02,2019,2255.803,84.524,0.05828,811700,5.4945
2019-03,2019,2200.4857142857145,84.17518248175182,0.05945255474452555,811700,5.4831
2019-04,2019,2331.131428571429,83.8581560283688,0.1378368794326241,811700,5.1408
2019-05,2019,2315.0763636363636,81.98305084745763,0.14511864406779662,811700,5.3946
2019-06,2019,2407.73,79.94672131147541,0.18938524590163935,811700,5.43
2019-07,2019,2416.5308695652175,78.69536423841059,0.055264900662251655,811700,5.38
2019-08,2019,2194.697272727273,78.0814332247557,0.03609120521172639,811700,5.45
2019-09,2019,2304.4038095238097,78.87096774193549,0.14333333333333334,811700,5.42
2019-10,2019,2435.271739130435,79.3841059602649,0.22980132450331126,811700,5.445
2019-11,2019,2519.6633333333334,82.24642857142857,0.062285714285714285,811700,5.53
2019-12,2019,2444.7061904761904,82.80408163265307,0.03685714285714286,811700,5.66
2020-01,2020,2603.0731818181816,82.80633802816901,0.005457746478873239,800000,5.4862
2020-02,2020,2716.2105,85.8177570093458,0,800000,5.4658
2020-03,2020,2338.4718181818184,84.6,0.08175438596491227,800000,5.765
2020-04,2020,2270.2414285714285,83.58754863813229,0.06307392996108949,800000,5.775
2020-05,2020,2315.9880000000003,83.23188405797102,0.11655797101449275,800000,5.785
2020-06,2020,2228.356818181818,80.33088235294117,0.20128676470588236,800000,5.785
2020-07,2020,2101.742608695652,78.31428571428572,0.0515,800000,5.76
2020-08,2020,2348.6757142857145,78.23272727272727,0.012145454545454546,800000,5.78
2020-09,2020,2457.8959090909093,78.91101694915254,0.0827542372881356,800000,5.79
2020-10,2020,2292.055909090909,80.2418772563177,0.15021660649819493,800000,5.8275
2020-11,2020,2358.185238095238,82.0072202166065,0.09927797833935018,800000,5.87
2020-12,2020,2407.2013636363636,82.51778656126483,0.0216600790513834,800000,5.84
2021-01,2021,2391.4065,82.77165354330708,0.03307086614173228,1047385,5.815
2021-02,2021,2405.4415,84.47096774193548,0.09870967741935484,1047385,5.73
2021-03,2021,2462.4665217391307,82.82432432432432,0.10711711711711712,1047385,5.75
2021-04,2021,2368.332857142857,83.765,0.05175,1047385,5.76
2021-05,2021,2412.8630000000003,83.26938775510204,0.05510204081632653,1047385,5.78
2021-06,2021,2366.2336363636364,81.48809523809524,0.03589285714285714,1047385,5.85
2021-07,2021,2327.1,79.16509433962264,0.13830188679245284,1047385,5.98
2021-08,2021,2484.311818181818,78.87817258883248,0.09609137055837563,1047385,6.04
2021-09,2021,2558.093181818182,78.87763713080169,0.1758227848101266,1047385,6.05
2021-10,2021,2567.5690476190475,80.70588235294117,0.17574660633484163,1047385,6.11
2021-11,2021,2393.325909090909,82.1201923076923,0.08995192307692308,1047385,6.135
2021-12,2021,2384.974090909091,83.26506024096386,0.05728915662650602,1047385,6.15
2022-01,2022,2467.3552380952383,83.35353535353535,0,683300,6.275
2022-02,2022,2550.945,84.88590604026845,0.015838926174496646,683300,6.725
2022-03,2022,2461.38,84.1417004048583,0.05834008097165992,683300,7.525
2022-04,2022,2455.349,82.97071129707113,0.12569037656903767,683300,7.525
2022-05,2022,2366.6168181818184,81.94871794871794,0.20346153846153847,683300,7.8
2022-06,2022,2321.780909090909,79.79555555555555,0.27813333333333334,683300,8.025
2022-07,2022,2239.5828571428574,78.52,0.059699999999999996,683300,8.45
2022-08,2022,2270.565652173913,76.88085106382978,0.048723404255319146,683300,10.1
2022-09,2022,2226.0545454545454,77.8237885462555,0.2117180616740088,683300,10.375
2022-10,2022,2245.005238095238,80.09313725490196,0.1342156862745098,683300,14
2022-11,2022,2382.3195454545457,81.94666666666667,0.06293333333333333,683300,14.4
2022-12,2022,2455.7976190476193,82.14084507042253,0.013004694835680751,683300,9.98
2023-01,2023,2540.9914285714285,83.17529880478088,0.006573705179282869,653700,12.5
2023-02,2023,2587.361,84.28292682926829,0.022341463414634145,653700,12.85
2023-03,2023,2669.1269565217394,83.14847161572052,0.05524017467248908,653700,11.55
2023-04,2023,2823.4336842105263,83.28286852589642,0.10302788844621515,653700,11.8
2023-05,2023,2904.3186363636364,82.6443661971831,0.09154929577464789,653700,11.25
2023-06,2023,3124.2186363636365,79.59003831417624,0.25720306513409963,653700,11.325
2023-07,2023,3348.3933333333334,79.17132867132867,0.17157342657342659,653700,11.32
2023-08,2023,3444.08,78.25,0.06267361111111111,653700,11.35
2023-09,2023,3625.3357142857144,79.21724137931035,0.1023103448275862,653700,11.55
2023-10,2023,3691.6122727272727,80.81911262798634,0.16262798634812287,653700,11.88
2023-11,2023,4096.158181818182,82.45762711864407,0.15322033898305085,653700,11.95
2023-12,2023,4253.875555555555,82.8157894736842,0.011315789473684211,653700,11.9
2024-01,2024,4947.7188,84.11666666666666,0.04976666666666667,542000,12.3
2024-02,2024,5640.088095238096,85.92526690391459,0.014519572953736655,542000,12.6
2024-03,2024,7435.426,84.70980392156862,0.1096078431372549,542000,13.2
2024-04,2024,9876.579545454546,84.88644688644689,0.0668131868131868,542000,13.62
2024-05,2024,7763.369545454546,83.44363636363636,0.16727272727272727,542000,14.8
2024-06,2024,8380.1235,81.01115241635688,0.3207434944237918,542000,15.25
2024-07,2024,7164.618695652174,78.80412371134021,0.05037800687285223,542000,15.5
2024-08,2024,6791.954545454546,77.47945205479452,0.03551369863013699,542000,15.58
2024-09,2024,6421.822380952381,79.0421052631579,0.029614035087719297,542000,15.75
2024-10,2024,6582.857391304348,79.94117647058823,0.17560553633217993,542000,16.25
2024-11,2024,7930.125238095238,82.80257510729614,0.08755364806866953,542000,15.2
